index,Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
303,2022-11-28,Utah Jazz,Chicago Bulls,235.0,2.0,-126,108,221,-7
304,2022-11-28,Sacramento Kings,Phoenix Suns,234.0,-1.0,-108,-108,239,-5
305,2022-11-28,Los Angeles Lakers,Indiana Pacers,237.5,3.5,-168,142,231,-1
306,2022-11-29,Detroit Pistons,New York Knicks,226.5,-4.5,164,-205,250,-30
307,2022-11-29,Dallas Mavericks,Golden State Warriors,227.0,1.0,-116,-106,229,3
308,2022-11-29,Portland Trail Blazers,Los Angeles Clippers,211.0,4.0,-186,156,230,-6
309,2022-11-30,Orlando Magic,Atlanta Hawks,228.0,-6.5,210,-255,233,-17
310,2022-11-30,Cleveland Cavaliers,Philadelphia 76ers,209.5,4.0,-172,144,198,28
311,2022-11-30,New York Knicks,Milwaukee Bucks,204.5,-4.5,186,-245,212,-6
312,2022-11-30,Brooklyn Nets,Washington Wizards,222.5,7.5,-460,320,220,6
313,2022-11-30,Boston Celtics,Miami Heat,247.5,12.5,-1200,630,255,13
314,2022-11-30,New Orleans Pelicans,Toronto Raptors,234.5,6.5,-350,255,234,18
315,2022-11-30,Oklahoma City Thunder,San Antonio Spurs,235.5,-1.5,-104,-122,230,8
316,2022-11-30,Minnesota Timberwolves,Memphis Grizzlies,217.5,-2.5,118,-150,210,8
317,2022-11-30,Denver Nuggets,Houston Rockets,237.5,21.5,-10000,1700,220,20
318,2022-11-30,Phoenix Suns,Chicago Bulls,228.5,8.5,-410,290,245,19
319,2022-11-30,Utah Jazz,Los Angeles Clippers,228.5,8.5,-400,285,237,13
320,2022-11-30,Sacramento Kings,Indiana Pacers,242.5,4.5,-188,158,251,23
321,2022-11-30,Los Angeles Lakers,Portland Trail Blazers,223.5,6.0,-255,210,237,19
322,2022-12-01,Detroit Pistons,Dallas Mavericks,221.0,-8.0,270,-335,256,6
323,2022-12-02,Charlotte Hornets,Washington Wizards,225.5,-4.0,148,-176,233,1
324,2022-12-02,Cleveland Cavaliers,Orlando Magic,212.5,11.5,-850,500,203,11
325,2022-12-02,Atlanta Hawks,Denver Nuggets,225.5,0.5,-113,-113,226,8
326,2022-12-02,Boston Celtics,Miami Heat,232.5,5.5,-265,200,236,-4
327,2022-12-02,Brooklyn Nets,Toronto Raptors,225.5,10.5,-620,400,219,9
328,2022-12-02,Milwaukee Bucks,Los Angeles Lakers,238.5,7.5,-340,250,262,-4
329,2022-12-02,San Antonio Spurs,New Orleans Pelicans,232.5,-7.5,280,-390,216,-18
330,2022-12-02,Memphis Grizzlies,Philadelphia 76ers,213.5,6.5,-265,200,226,8
331,2022-12-02,Phoenix Suns,Houston Rockets,229.5,11.5,-600,450,243,-1
332,2022-12-02,Utah Jazz,Indiana Pacers,239.5,4.0,-176,148,258,20
333,2022-12-02,Golden State Warriors,Chicago Bulls,237.5,7.5,-295,240,230,8
334,2022-12-03,New York Knicks,Dallas Mavericks,224.0,-1.0,-102,-116,221,-21
335,2022-12-03,Los Angeles Clippers,Sacramento Kings,228.0,-4.0,150,-178,219,-27
336,2022-12-03,Charlotte Hornets,Milwaukee Bucks,219.5,-1.5,102,-120,201,-9
337,2022-12-03,Toronto Raptors,Orlando Magic,220.0,11.5,-620,460,229,13
338,2022-12-03,Minnesota Timberwolves,Oklahoma City Thunder,233.0,5.0,-205,172,263,-7
339,2022-12-03,Golden State Warriors,Houston Rockets,235.5,11.5,-620,460,221,19
340,2022-12-03,Utah Jazz,Portland Trail Blazers,227.5,5.0,-210,176,227,-5
341,2022-12-04,New Orleans Pelicans,Denver Nuggets,230.5,2.0,-124,106,227,15
342,2022-12-04,San Antonio Spurs,Phoenix Suns,230.5,-10.0,385,-500,228,-38
343,2022-12-04,Brooklyn Nets,Boston Celtics,229.5,-2.5,114,-134,195,-11
344,2022-12-04,Washington Wizards,Los Angeles Lakers,233.0,2.0,-130,110,249,-11
345,2022-12-04,Sacramento Kings,Chicago Bulls,239.5,3.0,-148,126,211,9
346,2022-12-04,New York Knicks,Cleveland Cavaliers,222.5,-3.0,118,-138,173,11
347,2022-12-04,Detroit Pistons,Memphis Grizzlies,228.5,-6.5,210,-255,234,-10
348,2022-12-04,Portland Trail Blazers,Indiana Pacers,233.5,5.5,-215,180,216,16
349,2022-12-05,Orlando Magic,Milwaukee Bucks,226.5,-10.5,400,-520,211,-7
350,2022-12-05,Charlotte Hornets,Los Angeles Clippers,218.0,-6.5,205,-250,236,-2
351,2022-12-05,Toronto Raptors,Boston Celtics,228.5,1.5,-120,102,226,-6
352,2022-12-05,Atlanta Hawks,Oklahoma City Thunder,237.0,6.5,-255,210,235,-7
353,2022-12-05,Houston Rockets,Philadelphia 76ers,222.5,-8.0,270,-335,255,9
354,2022-12-05,Memphis Grizzlies,Miami Heat,219.0,-5.5,176,-210,194,8
355,2022-12-05,Dallas Mavericks,Phoenix Suns,223.0,3.5,-162,136,241,19
356,2022-12-05,Golden State Warriors,Indiana Pacers,240.5,12.5,-770,540,216,-8
357,2022-12-06,Cleveland Cavaliers,Los Angeles Lakers,225.0,5.5,-205,172,218,14
358,2022-12-06,Miami Heat,Detroit Pistons,218.5,9.5,-500,340,212,-20
359,2022-12-06,Denver Nuggets,Dallas Mavericks,224.0,4.5,-180,150,231,-1
360,2022-12-07,Orlando Magic,Los Angeles Clippers,216.5,-7.0,220,-270,227,5
361,2022-12-07,New York Knicks,Atlanta Hawks,232.5,2.0,-134,114,202,24
362,2022-12-07,Toronto Raptors,Los Angeles Lakers,229.0,12.5,-800,560,239,13
363,2022-12-07,Brooklyn Nets,Charlotte Hornets,223.0,10.5,-480,370,238,6
364,2022-12-07,New Orleans Pelicans,Detroit Pistons,229.0,11.0,-560,420,202,6
365,2022-12-07,Memphis Grizzlies,Oklahoma City Thunder,233.0,8.5,-370,295,225,21
366,2022-12-07,Chicago Bulls,Washington Wizards,226.5,5.0,-196,164,226,4
367,2022-12-07,Milwaukee Bucks,Sacramento Kings,236.0,7.0,-270,220,239,13
368,2022-12-07,Minnesota Timberwolves,Indiana Pacers,237.0,5.5,-210,176,236,6
369,2022-12-07,Utah Jazz,Golden State Warriors,230.0,5.5,-215,190,247,1
370,2022-12-07,Phoenix Suns,Boston Celtics,230.0,1.5,-120,102,223,-27
371,2022-12-08,Miami Heat,Los Angeles Clippers,211.0,6.5,-250,205,225,5
372,2022-12-08,San Antonio Spurs,Houston Rockets,230.5,-2.5,116,-136,227,9
373,2022-12-08,Portland Trail Blazers,Denver Nuggets,227.5,-1.5,108,-126,241,-1
374,2022-12-09,Charlotte Hornets,New York Knicks,224.0,-4.0,152,-180,223,-19
375,2022-12-09,Indiana Pacers,Washington Wizards,232.0,4.0,-166,140,232,10
376,2022-12-09,Orlando Magic,Toronto Raptors,227.5,-7.5,250,-340,222,4
377,2022-12-09,Cleveland Cavaliers,Sacramento Kings,216.0,3.5,-166,140,201,-11
378,2022-12-09,Philadelphia 76ers,Los Angeles Lakers,228.0,5.0,-194,162,255,11
379,2022-12-09,Brooklyn Nets,Atlanta Hawks,232.5,7.5,-310,250,236,4
380,2022-12-09,Memphis Grizzlies,Detroit Pistons,227.5,10.5,-600,450,217,11
381,2022-12-09,New Orleans Pelicans,Phoenix Suns,229.5,-1.0,-102,-116,245,11
382,2022-12-09,Utah Jazz,Minnesota Timberwolves,234.5,-0.5,-106,-110,226,-10
383,2022-12-09,Dallas Mavericks,Milwaukee Bucks,224.5,-1.0,-102,-116,211,-1
384,2022-12-10,Miami Heat,San Antonio Spurs,223.0,12.5,-950,640,226,-4
385,2022-12-10,Indiana Pacers,Brooklyn Nets,226.0,8.5,-360,290,269,-3
386,2022-12-10,Washington Wizards,Los Angeles Clippers,218.5,-5.0,172,-205,221,-7
387,2022-12-10,Cleveland Cavaliers,Oklahoma City Thunder,217.5,4.5,-198,166,212,8
388,2022-12-10,Chicago Bulls,Dallas Mavericks,220.0,5.5,-205,172,259,29
389,2022-12-10,Golden State Warriors,Boston Celtics,237.5,-2.5,116,-136,230,16
390,2022-12-10,Denver Nuggets,Utah Jazz,228.5,11.5,-590,440,225,5
391,2022-12-10,Portland Trail Blazers,Minnesota Timberwolves,230.0,5.5,-205,172,242,6
392,2022-12-11,New Orleans Pelicans,Phoenix Suns,226.5,4.0,-166,140,253,5
393,2022-12-11,Detroit Pistons,Los Angeles Lakers,233.0,-5.5,176,-210,241,-7
394,2022-12-11,New York Knicks,Sacramento Kings,226.0,2.5,-136,116,211,13
395,2022-12-11,Philadelphia 76ers,Charlotte Hornets,220.0,10.5,-510,390,244,18
396,2022-12-11,Orlando Magic,Toronto Raptors,223.0,-7.0,215,-260,210,12
397,2022-12-11,Atlanta Hawks,Chicago Bulls,235.0,3.5,-162,136,245,1
398,2022-12-11,Houston Rockets,Milwaukee Bucks,227.0,-10.0,360,-460,189,5
399,2022-12-12,Washington Wizards,Brooklyn Nets,227.5,-5.5,180,-215,212,-12
400,2022-12-12,Indiana Pacers,Miami Heat,229.0,-3.5,138,-164,169,-5
401,2022-12-12,Memphis Grizzlies,Atlanta Hawks,220.5,9.5,-375,300,231,25
402,2022-12-12,Dallas Mavericks,Oklahoma City Thunder,227.5,8.5,-390,310,235,7
403,2022-12-12,San Antonio Spurs,Cleveland Cavaliers,221.0,-9.5,320,-405,223,1
404,2022-12-12,Portland Trail Blazers,Minnesota Timberwolves,229.5,4.0,-174,146,245,21
405,2022-12-12,Los Angeles Clippers,Boston Celtics,225.5,-4.0,156,-186,206,20
406,2022-12-13,Philadelphia 76ers,Sacramento Kings,229.0,4.5,-176,148,226,20
407,2022-12-13,Milwaukee Bucks,Golden State Warriors,232.5,3.0,-138,118,239,17
408,2022-12-13,Houston Rockets,Phoenix Suns,224.5,-7.0,220,-270,208,14
409,2022-12-13,Utah Jazz,New Orleans Pelicans,232.5,-2.0,108,-126,221,21
410,2022-12-13,Los Angeles Lakers,Boston Celtics,237.0,-4.0,150,-178,240,-4
411,2022-12-14,Orlando Magic,Atlanta Hawks,226.0,-3.0,122,-144,259,11
412,2022-12-14,Indiana Pacers,Golden State Warriors,228.5,-4.5,158,-205,244,6
413,2022-12-14,Charlotte Hornets,Detroit Pistons,230.0,4.5,-184,154,275,-7
414,2022-12-14,Toronto Raptors,Sacramento Kings,232.0,5.0,-186,156,247,-1
415,2022-12-14,Chicago Bulls,New York Knicks,226.0,3.5,-156,132,248,-8
416,2022-12-14,San Antonio Spurs,Portland Trail Blazers,231.0,-7.5,225,-275,240,-16
417,2022-12-14,Oklahoma City Thunder,Miami Heat,222.5,-3.0,122,-144,218,-2
418,2022-12-14,Dallas Mavericks,Cleveland Cavaliers,217.0,2.5,-138,118,195,-15
419,2022-12-14,Denver Nuggets,Washington Wizards,224.5,11.5,-590,440,269,13
420,2022-12-14,Los Angeles Clippers,Minnesota Timberwolves,221.5,7.5,-320,260,187,11
421,2022-12-15,Memphis Grizzlies,Milwaukee Bucks,226.5,3.0,-152,128,243,41
422,2022-12-15,Houston Rockets,Miami Heat,217.0,-2.5,124,-146,219,-3
423,2022-12-15,Utah Jazz,New Orleans Pelicans,232.0,-1.0,-104,-112,261,3
424,2022-12-15,Los Angeles Clippers,Phoenix Suns,217.5,-6.5,205,-250,206,-16
425,2022-12-16,Charlotte Hornets,Atlanta Hawks,239.5,1.5,-122,-104,231,-19
426,2022-12-16,Detroit Pistons,Sacramento Kings,238.0,-6.5,205,-250,235,-9
427,2022-12-16,Cleveland Cavaliers,Indiana Pacers,222.5,8.0,-335,270,230,6
428,2022-12-16,Boston Celtics,Orlando Magic,225.5,13.0,-1000,660,226,-8
429,2022-12-16,Philadelphia 76ers,Golden State Warriors,222.0,9.0,-420,330,224,12
430,2022-12-16,Toronto Raptors,Brooklyn Nets,223.5,-1.0,100,-120,235,-3
431,2022-12-16,Chicago Bulls,New York Knicks,225.5,3.0,-152,128,205,-23
432,2022-12-16,Oklahoma City Thunder,Minnesota Timberwolves,234.5,4.5,-188,158,222,-2
433,2022-12-16,Dallas Mavericks,Portland Trail Blazers,226.0,4.0,-180,152,240,20
434,2022-12-16,Los Angeles Lakers,Denver Nuggets,237.0,-1.5,102,-120,234,18
435,2022-12-17,Los Angeles Clippers,Washington Wizards,219.5,5.0,-194,162,195,9
436,2022-12-17,San Antonio Spurs,Miami Heat,223.0,-8.0,260,-320,212,-10
437,2022-12-17,Houston Rockets,Portland Trail Blazers,228.0,-3.0,134,-158,202,-12
438,2022-12-17,Cleveland Cavaliers,Dallas Mavericks,212.0,9.0,-375,300,199,1
439,2022-12-17,Milwaukee Bucks,Utah Jazz,227.0,2.0,-132,112,220,26
440,2022-12-17,Oklahoma City Thunder,Memphis Grizzlies,230.0,-11.0,440,-590,224,6
441,2022-12-17,Phoenix Suns,New Orleans Pelicans,228.0,3.0,-148,126,232,4
442,2022-12-18,Boston Celtics,Orlando Magic,223.0,11.0,-550,410,187,-3
443,2022-12-18,Indiana Pacers,New York Knicks,227.5,-1.0,-102,-116,215,-3
444,2022-12-18,Detroit Pistons,Brooklyn Nets,228.5,-8.5,285,-355,245,-3
445,2022-12-18,Toronto Raptors,Golden State Warriors,223.5,6.0,-235,194,236,-16
446,2022-12-18,Minnesota Timberwolves,Chicago Bulls,233.5,-2.0,112,-132,276,24
447,2022-12-18,Denver Nuggets,Charlotte Hornets,235.5,9.0,-405,320,234,4
448,2022-12-18,Los Angeles Lakers,Washington Wizards,237.0,3.0,-144,122,236,2
449,2022-12-19,Cleveland Cavaliers,Utah Jazz,220.5,7.5,-330,240,221,23
450,2022-12-19,Philadelphia 76ers,Toronto Raptors,219.0,6.5,-250,205,205,3
451,2022-12-19,Atlanta Hawks,Orlando Magic,230.0,9.0,-370,295,251,1
452,2022-12-19,Minnesota Timberwolves,Dallas Mavericks,231.0,-6.0,198,-240,222,10
453,2022-12-19,Houston Rockets,San Antonio Spurs,226.5,4.5,-194,162,229,-19
454,2022-12-19,New Orleans Pelicans,Milwaukee Bucks,228.0,-0.5,-108,-108,247,-9
455,2022-12-19,Oklahoma City Thunder,Portland Trail Blazers,232.0,-4.5,154,-184,244,2
456,2022-12-19,Phoenix Suns,Los Angeles Lakers,224.5,11.5,-590,440,234,26
457,2022-12-19,Sacramento Kings,Charlotte Hornets,242.0,10.0,-460,360,244,-6
458,2022-12-20,Detroit Pistons,Utah Jazz,229.0,-2.5,120,-142,237,-15
459,2022-12-20,Miami Heat,Chicago Bulls,222.0,1.5,-120,102,216,-10
460,2022-12-20,New York Knicks,Golden State Warriors,220.5,6.0,-240,198,226,38
461,2022-12-20,Phoenix Suns,Washington Wizards,223.5,7.5,-275,225,223,-3
462,2022-12-20,Denver Nuggets,Memphis Grizzlies,235.0,-1.0,102,-120,196,14
463,2022-12-21,Cleveland Cavaliers,Milwaukee Bucks,215.5,2.5,-132,112,220,8
464,2022-12-21,Philadelphia 76ers,Detroit Pistons,222.5,12.0,-700,500,206,20
465,2022-12-21,New York Knicks,Toronto Raptors,217.5,2.0,-130,110,219,-7
466,2022-12-21,Brooklyn Nets,Golden State Warriors,223.0,10.5,-500,385,256,30
467,2022-12-21,Atlanta Hawks,Chicago Bulls,235.5,5.0,-198,166,218,-2
468,2022-12-21,Boston Celtics,Indiana Pacers,232.0,9.5,-430,340,229,-5
469,2022-12-21,Oklahoma City Thunder,Portland Trail Blazers,233.5,-4.0,146,-174,199,3
470,2022-12-21,Minnesota Timberwolves,Dallas Mavericks,227.5,-2.5,118,-138,203,-5
471,2022-12-21,Houston Rockets,Orlando Magic,223.5,1.0,-116,-102,226,-6
472,2022-12-21,Sacramento Kings,Los Angeles Lakers,240.0,8.0,-340,275,254,14
473,2022-12-21,Los Angeles Clippers,Charlotte Hornets,228.5,9.0,-340,275,231,21
474,2022-12-22,New Orleans Pelicans,San Antonio Spurs,228.5,8.5,-370,295,243,9
475,2022-12-22,Utah Jazz,Washington Wizards,232.0,7.0,-270,220,232,8
476,2022-12-23,Orlando Magic,San Antonio Spurs,228.0,6.0,-235,194,246,20
477,2022-12-23,Philadelphia 76ers,Los Angeles Clippers,215.0,3.5,-164,138,233,5
478,2022-12-23,Brooklyn Nets,Milwaukee Bucks,230.5,2.5,-136,116,218,18
479,2022-12-23,Cleveland Cavaliers,Toronto Raptors,214.5,4.5,-190,160,225,-11
480,2022-12-23,Atlanta Hawks,Detroit Pistons,233.5,9.5,-450,350,235,25
481,2022-12-23,New York Knicks,Chicago Bulls,222.5,4.5,-215,164,235,-1
482,2022-12-23,Boston Celtics,Minnesota Timberwolves,226.5,10.5,-650,420,230,12
483,2022-12-23,Houston Rockets,Dallas Mavericks,220.0,-7.0,210,-255,218,-6
484,2022-12-23,Oklahoma City Thunder,New Orleans Pelicans,233.0,2.0,-126,104,253,-3
485,2022-12-23,Miami Heat,Indiana Pacers,224.5,6.0,-235,194,219,-3
486,2022-12-23,Denver Nuggets,Portland Trail Blazers,233.0,6.0,-230,190,227,13
487,2022-12-23,Sacramento Kings,Washington Wizards,239.5,7.5,-295,240,236,-14
488,2022-12-23,Phoenix Suns,Memphis Grizzlies,226.0,-3.5,140,-166,225,-25
489,2022-12-23,Los Angeles Lakers,Charlotte Hornets,242.5,3.0,-144,122,264,-4
490,2022-12-25,New York Knicks,Philadelphia 76ers,215.5,-2.0,114,-134,231,-7
491,2022-12-25,Dallas Mavericks,Los Angeles Lakers,231.5,7.5,-300,245,239,9
492,2022-12-25,Boston Celtics,Milwaukee Bucks,226.5,5.5,-205,172,257,21
493,2022-12-25,Golden State Warriors,Memphis Grizzlies,233.0,-7.0,240,-295,232,14
494,2022-12-25,Denver Nuggets,Phoenix Suns,229.0,4.0,-176,148,253,3
495,2022-12-26,Cleveland Cavaliers,Brooklyn Nets,220.0,2.0,-134,114,242,-8
496,2022-12-26,Detroit Pistons,Los Angeles Clippers,222.5,-6.0,180,-215,273,-11
497,2022-12-26,Miami Heat,Minnesota Timberwolves,222.0,0.5,-108,-108,223,3
498,2022-12-26,New Orleans Pelicans,Indiana Pacers,234.0,1.5,-130,110,206,20
499,2022-12-26,Chicago Bulls,Houston Rockets,231.0,7.0,-260,215,251,-15
500,2022-12-26,San Antonio Spurs,Utah Jazz,235.5,-5.0,166,-198,248,4
501,2022-12-26,Portland Trail Blazers,Charlotte Hornets,239.5,5.5,-215,180,237,11
502,2022-12-27,Orlando Magic,Los Angeles Lakers,236.5,3.0,-146,124,239,-19
503,2022-12-27,Washington Wizards,Philadelphia 76ers,225.0,-5.0,166,-198,227,5
504,2022-12-27,Toronto Raptors,Los Angeles Clippers,218.5,3.5,-156,132,237,-11
505,2022-12-27,Indiana Pacers,Atlanta Hawks,238.5,-2.0,106,-124,243,15
506,2022-12-27,Boston Celtics,Houston Rockets,229.5,15.0,-1600,900,228,24
507,2022-12-27,Memphis Grizzlies,Phoenix Suns,224.5,7.5,-295,240,233,-17
508,2022-12-27,Oklahoma City Thunder,San Antonio Spurs,235.0,6.5,-245,200,244,16
509,2022-12-27,Dallas Mavericks,New York Knicks,216.5,5.5,-215,180,247,5
510,2022-12-27,Golden State Warriors,Charlotte Hornets,240.5,5.5,-215,180,215,5
511,2022-12-27,Sacramento Kings,Denver Nuggets,237.0,-3.5,138,-164,219,-7
512,2022-12-28,Washington Wizards,Phoenix Suns,220.5,-2.5,116,-136,229,25
513,2022-12-28,Detroit Pistons,Orlando Magic,229.0,-1.0,-102,-116,222,20
514,2022-12-28,Atlanta Hawks,Brooklyn Nets,230.0,-7.0,245,-300,215,-1
515,2022-12-28,Miami Heat,Los Angeles Lakers,227.5,8.5,-355,285,210,14
516,2022-12-28,Chicago Bulls,Milwaukee Bucks,231.0,-2.5,120,-142,232,6
517,2022-12-28,New Orleans Pelicans,Minnesota Timberwolves,233.5,6.5,-245,200,237,1
518,2022-12-28,Sacramento Kings,Denver Nuggets,237.0,3.5,-162,136,253,1
519,2022-12-28,Golden State Warriors,Utah Jazz,232.5,-4.5,156,-186,219,5
520,2022-12-29,Indiana Pacers,Cleveland Cavaliers,228.5,-6.5,180,-235,261,9
521,2022-12-29,Charlotte Hornets,Oklahoma City Thunder,238.0,2.5,-142,120,234,8
522,2022-12-29,Boston Celtics,Los Angeles Clippers,218.5,6.5,-330,240,226,6
523,2022-12-29,Toronto Raptors,Memphis Grizzlies,216.5,-10.5,470,-770,225,-13
524,2022-12-29,San Antonio Spurs,New York Knicks,232.5,2.5,-142,112,237,7
525,2022-12-29,Dallas Mavericks,Houston Rockets,226.5,14.5,-2500,900,243,15
526,2022-12-30,Orlando Magic,Washington Wizards,226.5,-4.5,164,-196,219,-19
527,2022-12-30,Atlanta Hawks,Los Angeles Lakers,253.5,9.5,-590,400,251,-9
528,2022-12-30,Toronto Raptors,Phoenix Suns,221.5,2.0,-126,108,217,9
529,2022-12-30,Milwaukee Bucks,Minnesota Timberwolves,229.0,7.5,-320,260,237,9
530,2022-12-30,Chicago Bulls,Detroit Pistons,230.5,7.5,-300,245,250,14
531,2022-12-30,New Orleans Pelicans,Philadelphia 76ers,229.5,-1.0,100,-118,243,11
532,2022-12-30,Denver Nuggets,Miami Heat,224.5,4.5,-184,154,243,5
533,2022-12-30,Golden State Warriors,Portland Trail Blazers,233.0,1.0,-112,-104,230,6
534,2022-12-30,Sacramento Kings,Utah Jazz,242.0,3.5,-166,140,251,1
535,2022-12-31,Indiana Pacers,Los Angeles Clippers,231.5,-3.0,120,-142,261,1
